Brand,Date,Day,Index,Beverage,Beer,Wine,Liquor,Miscellaneous1,Retail Sales,Food Supplies,Labor,Cash Flow,Ordered,Quantity,Unit Cost,Ext Value,Extra_0,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6,Extra_7,Extra_8,Extra_9,Extra_10,Extra_11,Extra_12,Extra_13,Extra_14,Extra_15,Extra_16,Extra_17,Extra_18,Extra_19,Extra_20,Extra_21
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Chardonnay, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Unnamed 0,Unnamed 1 Unnamed 2,Unnamed 3 Unnamed 4 Unnamed 5 Unnamed 6 Unnamed 7,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Internal Transfer Requistion From, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Venue Requesting Toby Keiths, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
WHISKEYS, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
TX Whiskey, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Gentleman Jack, ,2,1.0,2409, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jack Daniels, ,8,1.0,7914, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jack Daniels Honey, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jack Daniels Apple, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jack Daniels Fire, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Fireball, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Pendleton, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Seagrams 7, ,1,1.0,1499, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Screwball, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Southern Comfort, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Kentucky Dale, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
BOURBONS, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Eagle Rare, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Basil Hayden, ,1,1.0,4128, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Woodford Reserve, ,2,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jim Bean, ,6,1.0,6672, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Makers Mark, ,3,1.0,87, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Old Forester, ,2,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
RYE WHISKEYS, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Knob Creek RYE, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Bulleit 95 RYE, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
IRISH WHISKEY, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jameson Iris, ,3,1.0,666, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jamison Orange, ,2,1.0,666, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jamison Orange, ,2,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
CANADIAN WHISKEY, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Crown, ,4,1.0,11996, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Crown Apple, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Crown Peach, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Crown Vanilla, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Canadian Club 1858, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Old Forester, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
SCOTCH, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Macallen 12 YR, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
The Glenlivet 12 YR, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Dewars White label, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
JW Black, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Chivas Regal 12 YR, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
VODKA, , ,1.0, , , , ,Liquor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Chopin, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Belvedere, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Finlandia, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Grey Goose, ,1,1.0,264, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Ketel One, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Stolichnaya, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Stolichnaya Vanilla, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Absolute Vodka, ,x,1.0,0, , , ,Liquor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Titos, ,12,1.0,1704, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Deep Eddys Lemon, ,3,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Deep Eddys Ruby Red, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Deep Eddys Peach, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Taaka, ,3,1.0,111, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
TEQUILA, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Clasa,Azul Anejo, ,1.0, ,0, , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Clasa,Azul Reposado, ,1.0, ,0, , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Clasa,Azul Plata, ,1.0, ,0, , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Patron Silver, ,3,1.0,7998, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Corralejo Anejo, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Corralejo Reposado, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Corralejo Blanco, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Herradura Silver, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1800 Reposado, ,6,1.0,6358, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1800 Silver, ,8,1.0,20153, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jose Cuervo blue agave, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
El Jimador, ,1,1.0,195, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
El Jimador, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
El Toro, ,8,1.0,876, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
GIN, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Hedricks, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Tanqueray, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Bombay Sapphire, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Taaka, ,2,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
RUM, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Myers Mark, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Captian Morgan, ,2,1.0,1799, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Malibu, ,8,1.0,672, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Bacardi, ,3,1.0,12, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Barbarossa, ,3,1.0,116, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
BRANDYCOGNAC, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Hennessey VS, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Courvoisier VSOP, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Tuaca Itailian Brandy, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
E,J, ,1.0, ,0, , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Pual Mason, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
LIQUEURS, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Disaronno, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Grand Marnier, ,4,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Cointreau, ,4,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Chambord, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Frangelico, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Campari, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Kahlua, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Jagermeister, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Midori, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Rum Chata, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
razzmatazz, ,4,1.0,40, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
MrBoston Ameretto, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
MrBoston Blue Curacao, ,5,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Buttershots, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
MrBoston Melon, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
MrBoston Peach Schapps, ,6,1.0,1084, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
MrBoston Sour Apple, ,1,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Dessert LIT, ,4,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Wines, , ,1.0, , , , ,Wine, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Korbel Mini Bottles, ,24,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
House Wines, , ,1.0, , , , ,Wine, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Sutter Homes Cabernet, ,12,1.0,525, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Sutter Homes Merlot, ,6,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Sutter Homes,Chardonnay, ,1.0,4,21, , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Sutter Homes Moscato, ,6,1.0,105, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Sutter Homes White Zin, ,6,1.0,105, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Sutter Homes Pinot Grig, ,8,1.0,525, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Top shelf Wines, , ,1.0, , , , ,Wine, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Angeline CAB, ,6,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Angeline Chard, ,6,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Angeline Rose, ,x,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Vietti Moscato, ,2,1.0,0, , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tobys Keiths, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
