Brand,Date,Day,Index,Beverage,Beer,Wine,Liquor,Miscellaneous1,Retail Sales,Food Supplies,Labor,Cash Flow,Ordered,Quantity,Unit Cost,Ext Value,Extra_0,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6,Extra_7,Extra_8,Extra_9,Extra_10,Extra_11,Extra_12,Extra_13,Extra_14,Extra_15,Extra_16,Extra_17,Extra_18,Extra_19,Extra_20,Extra_21
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Signature Signature, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1 3519 0 000, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2 2409 1 2409, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
8 2638 3 7914, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 2638,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 1839,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 2638,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 1519,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2959,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 1499 1 1499, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2636,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 1199,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 639,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
x 2839,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 4128 1 4128, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2 3509,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
6 1668 4 6672, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
3 2900 3 8700, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2 1650,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1 2600,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2474,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3 3330 2 6660, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2 3330 2 6660, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2 3330,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4 2999 4 11996, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 2999,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 2399,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 2999,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 1280,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 1650,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
x 7599,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 5879,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 1920,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 4199,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2990,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
x 3160,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2977,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 1279,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 2640 1 2640, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2549,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 1999,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2125,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 1922,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
12 2130 8 17040, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
3 1999,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 1999,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 1999,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
3 555 2 1110, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Azul Anejo,x 36799,000,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Azul Reposado,x 14917,000,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Azul Plata,x 9211,000,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
3 3999 2 7998, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 000,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 2826,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 2479,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 3919,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
6 3179 2 6358, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
8 2879 7 20153, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2159,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 1950 1 1950, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 1950,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
8 876 1 876, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
x 3740,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 2399,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2239,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2 589,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
x 2239,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2 1799 1 1799, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
8 1680 4 6720, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
3 1200 1 1200, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
3 580 2 1160, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1 4449,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 3830,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2213,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
J,x 1199,000,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 1039,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1 3839,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
4 3442,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
4 3139,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2799,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2479,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 3406,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2698,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2622,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 208,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 2166,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
4 10 4 4000, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 505,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
5 505,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 1073,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 592,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
6 542 2 1084, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1 542,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
4 719,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
130726, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Prev Order Pars Price Ordered Total,Signature Signature, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
24 300,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12 525 10 5250, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
6 525,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Chardonnay,12 525 4 2100, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
6 525 2 1050, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
6 525 2 1050, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
8 525 1 525, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6 500,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
6 500,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
x 500,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2 800,000, ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
000, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
9975, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
